checklist_id,last_edited_date,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,trip_comments,X,Y,latitude,longitude,time_to_next_sunset,time_to_next_sunrise,time_from_last_sunrise,time_from_last_sunset,is_up,land_cover,fold_id,cell_id,log_duration,time_of_day,time_of_day_fine,dominant_land_cover,daytimes_alt
S57762568,2019-06-28 14:59:28,United States,US,Illinois,US-IL,DuPage,US-IL-043,US-IL_1665,22.0,,,Springbrook Prairie--SB2,L7798494,P,2019-06-09,06:17:00,obs2916,S57762568,Stationary,P21,EBIRD_BCN,5,,,1,True,,Within 100 Meters,-721713.7992988841,670718.471175093,41.7355175999999,-88.1737102,14.1527777777778,23.013888888888896,0.983055555555556,9.856944444444439,True,71,3,6274,1.6094379124341003,morning,6-9,baseline,early-morning
S57809173,2019-06-30 10:26:21,United States,US,Maryland,US-MD,Baltimore,US-MD-005,,29.0,,,CCBC Catonsville,L2023847,P,2019-06-29,17:27:00,obs395171,S57809173,Stationary,P21,EBIRD,20,,,1,True,,,238366.93599446,365009.158419136,39.2567713048333,-76.7376832342591,3.175,12.2777777777778,11.729722222222199,20.8247222222222,True,41,1,8908,2.995732273553991,afternoon/evening,15-18,forest,early-evening
S57889918,2019-07-17 20:47:13,United States,US,Ohio,US-OH,Trumbull,US-OH-155,US-OH_580,13.0,,,"Home 1626 Difford Drive, Niles, Ohio, US (41.205, -80.752)",L9548471,P,2019-06-14,17:45:00,obs1402812,S57889918,Stationary,P21,EBIRD,1,,,1,True,,Pair flew over backyard,-105141.828132642,578634.328032105,41.2054779999999,-80.7522335,3.20222222222222,12.076666666666698,11.923333333333302,20.805,True,22,1,6845,0.0,afternoon/evening,15-18,developed,early-evening
S58841651,2019-08-08 15:00:30,United States,US,Oregon,US-OR,Klamath,US-OR-035,,9.0,,,42.98661_ -121.79981,L9765566,P,2019-06-15,09:35:00,obs29674,S58841651,Stationary,P21,EBIRD,5,,,1,True,,,-3341851.93015736,1553531.84505236,42.98660999999989,-121.79981000000001,11.2175,19.8758333333333,4.12444444444444,12.7894444444444,True,42,1,4926,1.6094379124341003,morning,9-12,forest,late-morning
S57312402,2019-06-12 10:18:45,United States,US,Massachusetts,US-MA,Essex,US-MA-009,US-MA_679,,,,Marblehead Neck Wildlife Sanctuary (Mass Audubon),L594125,H,2019-06-12,05:30:00,obs290902,S57312402,Traveling,P22,EBIRD,30,1.0,,1,True,,,712682.290500212,754555.734964235,42.493017099999896,-70.8401871,14.850555555555598,23.5922222222222,0.40638888888888897,9.15805555555556,True,11,2,5627,3.4011973816621555,morning,3-6,water,early-morning
S57425304,2019-06-16 12:41:37,United States,US,Michigan,US-MI,Kent,US-MI-081,,23.0,,,"Paul C Miller-Sparta Airport, Sparta US-MI (43.1256,-85.6805)",L9479952,P,2019-06-15,12:36:00,obs1393780,S57425304,Stationary,P21,EBIRD,5,,,1,True,,Eastern bluebird,-504303.283507815,808521.141213003,43.125648999999896,-85.680529,8.80055555555556,17.4427777777778,6.5575,15.2063888888889,True,82,3,4843,1.6094379124341003,night,12-15,baseline,mid-day
S57081051,2020-01-27 09:15:32,United States,US,Missouri,US-MO,Franklin,US-MO-071,,22.0,,,US-MO-Robertsville-1001-1199 Cedar Gulch - 38.3704x-90.7792,L5253263,P,2019-06-04,11:43:00,obs377672,S57081051,Stationary,P21,EBIRD,6,,,1,True,,,-983004.633004965,323052.414308513,38.370406999999794,-90.779178,8.66555555555555,17.9497222222222,6.045555555555559,15.345,True,41,1,9664,1.791759469228055,morning,9-12,forest,mid-day
S57850108,2019-07-01 19:19:13,United States,US,Virginia,US-VA,Rockingham,US-VA-165,,28.0,,o38079E2CE,Dunkle Hollow Rd,L2254735,P,2019-06-30,21:10:00,obs203018,S57850108,Traveling,P22,EBIRD_ATL_VA,6,0.08,,2,True,,,29578.6287964806,282695.677530223,38.54674142860971,-79.1606268080707,23.580833333333302,8.76694444444444,15.240555555555598,0.41777777777777797,False,43,1,9543,1.791759469228055,night,21-24,forest,dusk
S58840315,2019-08-08 14:13:50,United States,US,Oregon,US-OR,Deschutes,US-OR-017,,9.0,,,"43.612029, -120.164051",L9764918,P,2019-06-14,07:42:00,obs299653,S58840315,Stationary,P21,EBIRD,5,,,1,True,,,-3191563.38059173,1558642.44702574,43.61202899999989,-120.164051,13.023333333333301,21.611388888888897,2.38833333333333,10.984444444444401,True,52,1,4263,1.6094379124341003,morning,6-9,baseline,early-morning
S58840416,2019-08-08 14:14:39,United States,US,Oregon,US-OR,Malheur,US-OR-045,,9.0,,,"42.961799, -117.083796",L9765031,P,2019-06-02,06:04:00,obs299653,S58840416,Stationary,P21,EBIRD,5,,,1,True,,Also Will Wright,-2992489.47949151,1389580.01553271,42.96179899999989,-117.08379599999999,15.29,0.12861111111111098,23.8636111111111,8.72305555555556,False,52,1,4940,1.6094379124341003,morning,6-9,baseline,dawn
S57734536,2019-06-27 12:41:34,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,29.0,,,Delaware County Community College,L3979141,H,2019-06-27,12:04:00,obs20565,S57734536,Traveling,P22,EBIRD,28,1.609,,1,True,,A and B,350943.97758432396,448079.603512664,39.966806199999795,-75.39179920000001,8.50666666666667,17.5191666666667,6.4875,15.4938888888889,True,41,3,8266,3.332204510175204,night,12-15,forest,mid-day
S57863411,2019-07-02 09:26:21,United States,US,Delaware,US-DE,New Castle,US-DE-003,,29.0,,,#15 Oxford Circle,L3289053,P,2019-06-22,06:15:00,obs180705,S57863411,Stationary,P21,EBIRD,720,,,1,True,,Intermittent watching; Clear; 64F-78F,327753.209044135,425735.428614594,39.7747329891597,-75.6737612006685,14.3238888888889,23.3369444444444,0.667222222222222,9.679444444444439,True,21,3,8415,6.579251212010101,morning,6-9,developed,early-morning
S57152535,2020-05-02 20:04:57,United States,US,Kansas,US-KS,Johnson,US-KS-091,,22.0,,,Leawood Home,L4974150,P,2019-06-06,20:54:00,obs638238,S57152535,Stationary,P21,EBIRD,3,,,1,True,,,-1305791.74458392,426527.781401329,38.87997899999979,-94.61827,23.793888888888898,8.98916666666667,15.0072222222222,0.21583333333333302,False,22,1,9172,1.0986122886681098,afternoon/evening,18-21,developed,dusk
S57694723,2019-06-29 23:21:58,United States,US,Alabama,US-AL,Madison,US-AL-089,,24.0,,,Brahan Spring Park,L854854,H,2019-06-25,19:04:00,obs648740,S57694723,Traveling,P22,EBIRD,55,0.7040000000000001,,2,True,,"Nice evening with a lot of birds moving about the creek and woods on the far side. ----WX -19:10 - Mostly cloudy with temperature at 84 deg., calm winds, RH at 59%, DP at 67 deg and BP at 30.07 and steady.",-650923.202978669,-118767.99880697801,34.7056697999997,-86.6003752,0.9902777777777779,10.5161111111111,13.489166666666698,23.0119444444444,True,23,2,12705,4.007333185232471,afternoon/evening,18-21,developed,late-evening
S56954369,2019-06-01 11:07:41,United States,US,Texas,US-TX,Harris,US-TX-201,,37.0,,,El Franco Lee Park,L241811,H,2019-06-01,06:40:00,obs281012,S56954369,Traveling,P22,EBIRD,36,0.625,,1,True,,,-1535712.48507923,-582576.701601971,29.5949289999995,-95.25892950000001,13.6097222222222,23.6866666666667,0.31,10.3988888888889,True,23,1,15343,3.58351893845611,morning,6-9,developed,early-morning
S57742512,2019-06-27 18:55:34,United States,US,Virginia,US-VA,Rockingham,US-VA-165,,28.0,,o38079E1CW,Skidmore Fork Rd at Rt. 33,L9409043,P,2019-06-27,10:31:00,obs203018,S57742512,Traveling,P22,EBIRD_ATL_VA,105,1.609,,1,True,,,33717.301108489904,286185.06722967303,38.578035744073794,-79.11297444141371,10.231388888888901,19.3905555555556,4.61583333333333,13.769166666666699,True,41,1,9543,4.653960350157523,morning,9-12,forest,late-morning
S57625208,2019-06-23 15:01:31,United States,US,Indiana,US-IN,Marion,US-IN-097,US-IN_3070,22.0,,,Eagle Creek Park - Lilly Lake area,L4521792,P,2019-06-23,14:58:00,obs700521,S57625208,Traveling,P22,EBIRD,7,0.322,,1,True,,,-581030.0919985471,450856.518595689,39.8697609999998,-86.29624190000001,6.323055555555559,15.328055555555599,8.67666666666667,17.6794444444444,True,41,2,8208,1.9459101490553132,afternoon/evening,12-15,forest,mid-day
S57503920,2019-06-19 07:01:56,United States,US,Wyoming,US-WY,Campbell,US-WY-005,,17.0,,,"(43.6255,-105.7856)",L9495965,P,2019-06-19,04:58:00,obs56703,S57503920,Stationary,P21,EBIRD,3,,,1,True,,,-2102013.5396951,1147972.90503368,43.625449999999894,-105.78558799999999,15.828055555555599,0.39,23.6122222222222,8.17666666666667,False,71,2,4310,1.0986122886681098,night,3-6,baseline,dawn
S57489446,2019-07-02 17:12:19,United States,US,Colorado,US-CO,Garfield,US-CO-045,,16.0,,,Rifle Falls Fish Hatchery - fishing ponds,L9492973,P,2019-06-17,20:12:00,obs90708,S57489446,Traveling,P22,EBIRD,6,0.322,,1,True,,,-2382247.68170195,774413.545508466,39.6813749999998,-107.70095400000001,0.48361111111111105,9.51111111111111,14.490555555555598,23.521944444444397,True,42,1,8303,1.791759469228055,afternoon/evening,18-21,forest,late-evening
S57345803,2019-06-13 14:57:43,United States,US,Massachusetts,US-MA,Middlesex,US-MA-017,,30.0,,,"Massachusetts Ave, Harvard Square to Central Square - Cambridge US-MA (42.3716,-71.1146)",L6661315,P,2019-06-13,14:21:00,obs131741,S57345803,Traveling,P22,EBIRD,35,1.224,,1,True,,"Pouring rain, 60F, wind.",691381.560668868,739008.37569925,42.3715819999999,-71.114645,6.01944444444444,14.766944444444402,9.232222222222221,17.9883333333333,True,23,2,5626,3.5553480614894135,afternoon/evening,12-15,developed,mid-day
S57558057,2019-06-21 10:36:52,United States,US,Alabama,US-AL,Marengo,US-AL-091,,27.0,,,Gastonburg BBS Route 02-210 Stop 35,L4695418,P,2019-06-13,07:59:00,obs136097,S57558057,Stationary,P21,EBIRD,3,,,1,True,,USGS Breeding Bird Survey Data,-755526.1691890609,-379623.204092598,32.2924778999996,-87.4908889,11.975833333333302,21.728333333333303,2.2725,12.0305555555556,True,42,3,14248,1.0986122886681098,morning,6-9,forest,early-morning
S57005862,2019-06-04 12:52:36,United States,US,Maryland,US-MD,Calvert,US-MD-009,US-MD_2709,30.0,,,Scientists' Cliffs: N end: Bay,L1073812,P,2019-06-01,11:37:00,obs209334,S57005862,Stationary,P21,EBIRD,20,,,1,True,,"scanning Bay, clifftop, trees from stump, lawn;--25 C; mostly cloudy (broken 8.4, few 1 km); N 15 km/hr; rh ~65%;--high tide ~1440 EDT; rumpled with short 25-cm high waves from ENE;--tanker at gas docks, 2 tugs approaching it; 2 crab boats; 109 small motorcraft (recreational fishers, small head boats, skiffs); 27 sailboats plus 1 under power;--blind platform: LaGu 4; Ospr 2 (on & perched above nes",260204.710311679,284537.093039056,38.526003588821794,-76.5148573593863,8.78916666666667,18.106944444444398,5.88666666666667,15.2225,True,11,3,9558,2.995732273553991,morning,9-12,water,late-morning
S72558736,2020-08-22 22:27:13,United States,US,New York,US-NY,Bronx,US-NY-005,,30.0,,,Bronx Zoo,L692462,H,2019-06-26,10:35:00,obs1796162,S72558736,Stationary,P21,EBIRD,25,,,3,True,,,474245.553684571,552897.227797882,40.85068809999979,-73.8769963,9.937222222222221,18.8463888888889,5.16,14.063611111111099,True,24,3,7230,3.2188758248682006,morning,9-12,developed,late-morning
S57145707,2019-06-06 17:23:11,United States,US,Montana,US-MT,Lewis and Clark,US-MT-049,,10.0,,,"905 Cedar St, Helena US-MT (46.6064,-112.0245)",L9420071,P,2019-06-06,15:20:00,obs1374189,S57145707,Stationary,P21,EBIRD_MT,5,,,1,True,,,-2467407.03704792,1619254.68998555,46.606447999999894,-112.02451699999999,5.964444444444441,14.2625,9.73111111111111,18.0480555555556,True,21,3,1463,1.6094379124341003,afternoon/evening,15-18,developed,early-evening
G4315690,2019-06-26 14:12:47,United States,US,Wyoming,US-WY,Park,US-WY-029,US-WY_879,10.0,,,Yellowstone NP--Blacktail Ponds,L760406,H,2019-06-13,14:59:00,"obs537132,obs1105575","S57710906,S57710907",Stationary,P21,EBIRD,9,,,4,True,G4315690,,-2424860.04880995,1407130.59111043,44.953121599999896,-110.6025195,6.18027777777778,14.6052777777778,9.39361111111111,17.8280555555556,True,52,2,2864,2.1972245773362196,afternoon/evening,12-15,baseline,mid-day
S57272507,2019-06-10 19:38:41,United States,US,Oregon,US-OR,Coos,US-OR-011,US-OR_2506,5.0,,,New River Area of Critical Environmental Concern--Muddy Lake,L3040573,H,2019-06-10,15:47:00,obs437997,S57272507,Traveling,P22,EBIRD,51,0.563,,1,True,,,-3535154.07168327,1652570.88255356,42.990590899999894,-124.45442320000001,5.155,13.8566666666667,10.140833333333301,18.8544444444444,True,11,2,4912,3.9318256327243257,afternoon/evening,15-18,water,early-evening
S57331069,2020-05-21 17:30:22,United States,US,New Mexico,US-NM,Otero,US-NM-035,,35.0,,,White Sands NP -- Visitor Center,L7619782,H,2019-06-06,09:40:00,obs218158,S57331069,Traveling,P22,EBIRD,20,0.161,,1,True,,,-2474760.90064315,1141.32602426512,32.7795784999996,-106.1727357,10.5075,20.2736111111111,3.7241666666666697,13.500833333333302,True,52,2,13938,2.995732273553991,morning,9-12,baseline,late-morning
S57256814,2019-06-10 10:42:38,United States,US,Wisconsin,US-WI,Polk,US-WI-095,,23.0,,4509244CE,Balsam Lake CE - 1675 108th St,L8908269,P,2019-06-10,09:36:00,obs22537,S57256814,Stationary,P21,EBIRD_ATL_WI,5,,,1,True,,"WBBAII survey. Walking down the road and back. Clear, W @ 3-8, 58°F.",-1012466.90087159,1121935.33362893,45.449694099999896,-92.3819676000001,11.354444444444402,19.7469444444444,4.24972222222222,12.655833333333302,True,95,3,2472,1.6094379124341003,morning,9-12,baseline,late-morning
S57085731,2019-12-12 08:53:35,United States,US,Minnesota,US-MN,Hennepin,US-MN-053,,23.0,,,Ironwood Court (home),L5938540,P,2019-06-04,10:15:00,obs798341,S57085731,Stationary,P21,EBIRD,12,,,1,True,,,-1106682.74870776,1070867.88227957,44.8766433,-93.465913,10.6713888888889,19.2352777777778,4.75777777777778,13.341666666666699,True,21,3,2902,2.4849066497880004,morning,9-12,developed,late-morning
S57109182,2019-06-05 12:32:53,United States,US,North Carolina,US-NC,Rockingham,US-NC-157,,29.0,,,BBS Eden Route--Stop 21,L3595273,P,2019-06-05,07:09:00,obs86766,S57109182,Stationary,P21,EBIRD,3,,,1,True,,,-33729.4863182104,52152.19239016731,36.46919919999971,-79.8762435,13.4244444444444,22.876666666666697,1.11972222222222,10.5852777777778,True,41,2,11460,1.0986122886681098,morning,6-9,forest,early-morning
G4255288,2019-06-05 16:30:00,United States,US,North Dakota,US-ND,Grand Forks,US-ND-035,,11.0,,,GF C. grazed area along CR6,L1186176,P,2019-06-05,09:50:00,"obs51867,obs355119","S57107299,S57490514",Traveling,P22,EBIRD,31,0.499,,2,True,G4255288,,-1340468.2260187,1449781.85682807,47.8465277,-97.2607613,11.5541666666667,19.6975,4.29472222222222,12.459722222222199,True,81,3,592,3.4339872044851463,morning,9-12,baseline,late-morning
S57610955,2019-06-23 01:11:53,United States,US,Utah,US-UT,Utah,US-UT-049,,16.0,,,South Fork Canyon--Big Springs Park,L571230,H,2019-06-22,16:30:00,obs416740,S57610955,Stationary,P21,EBIRD,60,,,2,True,,,-2668506.38935489,947475.88591571,40.3339999999998,-111.52496000000001,4.49472222222222,13.446944444444402,10.5575,19.5083333333333,True,41,1,7636,4.0943445622221,afternoon/evening,15-18,forest,early-evening
S57514985,2019-06-19 15:27:55,United States,US,Minnesota,US-MN,Aitkin,US-MN-001,US-MN_2426,12.0,USFWS_638,,"Rice Lake NWR--Auto Tour, m.p. 1.0",L472554,H,2019-06-18,08:08:00,obs1150228,S57514985,Traveling,P22,EBIRD,16,0.95,,2,True,,,-1066394.20511469,1253179.53857443,46.5383846,-93.3057045999999,13.019166666666699,21.196388888888897,2.80555555555556,10.9863888888889,True,90,3,1503,2.772588722239781,morning,6-9,baseline,early-morning
S57155388,2019-06-07 01:42:38,United States,US,Oregon,US-OR,Deschutes,US-OR-017,,9.0,,,"Deschutes National Forest, Bend US-OR (43.9311,-121.4110)",L9422066,P,2019-06-06,09:30:00,obs424119,S57155388,Traveling,P22,EBIRD,60,2.414,,1,True,,,-3267179.5803599,1634283.27056847,43.9310729999999,-121.411049,11.250833333333302,19.8947222222222,4.1,12.760833333333302,True,42,1,3890,4.0943445622221,morning,9-12,forest,late-morning
S57497821,2019-06-18 20:20:30,United States,US,Virginia,US-VA,Fairfax,US-VA-059,,29.0,,,Home,L8544753,P,2019-06-18,19:44:00,obs95115,S57497821,Stationary,P21,EBIRD,35,,,1,True,,,183182.95595441,321938.274376286,38.8819748533828,-77.3883140211372,0.8913888888888891,10.001666666666699,14.000833333333302,23.1136111111111,True,22,1,9237,3.5553480614894135,afternoon/evening,18-21,developed,late-evening
S57194721,2019-06-08 11:56:16,United States,US,Virginia,US-VA,Fairfax,US-VA-059,,29.0,,,Great Falls Park,L718485,H,2019-06-08,10:31:00,obs321895,S57194721,Traveling,P22,EBIRD,45,1.609,,1,True,,,194418.3475822,334607.216421896,38.993699731698705,-77.255302751923,10.0341666666667,19.2033333333333,4.7938888888888895,13.975,True,41,1,9238,3.8066624897703196,morning,9-12,forest,late-morning
S57404461,2019-07-11 00:18:36,United States,US,New Jersey,US-NJ,Mercer,US-NJ-021,US-NJ_2938,29.0,,,Rosedale Park,L258194,H,2019-06-15,07:25:00,obs658752,S57404461,Traveling,P22,EBIRD,45,0.402,,2,True,,beautiful cool sunny morning,402928.185648626,490664.041924874,40.32739459999979,-74.7587369,13.0936111111111,22.06,1.94055555555556,10.913055555555598,True,81,3,7940,3.8066624897703196,morning,6-9,baseline,early-morning
S56978650,2019-06-02 11:19:17,United States,US,Wisconsin,US-WI,Dane,US-WI-025,,23.0,,,Sub-Zero Pkwy ponds (N of Lacy Rd.),L5118273,H,2019-06-01,19:00:00,obs552271,S56978650,Stationary,P21,EBIRD,10,,,2,True,,,-813784.204020502,821946.035134049,43.00367419999989,-89.4673455,1.50388888888889,10.3522222222222,13.639722222222199,22.509444444444398,True,23,3,4830,2.302585092994046,afternoon/evening,18-21,developed,late-evening
S57287711,2019-06-11 11:58:06,United States,US,Georgia,US-GA,Newton,US-GA-217,,29.0,,,Covington,L151112,T,2019-06-06,14:00:00,obs1390662,S57287711,Stationary,P21,EBIRD,120,,,2,True,,"Birds spotted in pecan tree, crab tree, and on feeders",-405770.0027606,-257472.903249783,33.5968099999996,-83.8602,6.7208333333333306,16.4180555555556,7.579444444444441,17.2877777777778,True,23,2,13490,4.787491742782046,afternoon/evening,12-15,developed,mid-day
S57594613,2019-06-22 14:15:28,United States,US,Massachusetts,US-MA,Essex,US-MA-009,,30.0,,,Woodsom Farm,L4683650,H,2019-06-22,09:30:00,obs726456,S57594613,Traveling,P22,EBIRD,180,2.414,,15,True,,,699419.181308441,794523.90909966,42.8613068999999,-70.9557152,10.9361111111111,19.5952777777778,4.40888888888889,13.0669444444444,True,90,2,5088,5.19295685089021,morning,9-12,baseline,late-morning
S57340056,2019-06-13 11:13:00,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,29.0,,,"378 Washington Ave, Phoenixville, PA",L5689049,P,2019-06-13,11:02:00,obs199879,S57340056,Stationary,P21,EBIRD,6,,,1,True,,Overcast,339192.82177229103,465620.528275094,40.12921289999979,-75.52036290000001,9.50305555555556,18.5041666666667,5.495277777777781,14.5044444444444,True,24,3,8110,1.791759469228055,morning,9-12,developed,late-morning
G4307867,2019-11-02 14:23:21,United States,US,Virginia,US-VA,Albemarle,US-VA-003,,29.0,,o37078H5CE,Alberene CE -- Pt. 6,L9406362,P,2019-06-04,06:57:00,"obs788432,obs948132","S57077085,S57631072",Stationary,P21,EBIRD_ATL_VA,5,,,2,True,G4307867,,87296.1953375783,215375.72328761398,37.936387299999794,-78.5067234,13.592777777777801,22.919722222222198,1.07583333333333,10.4177777777778,True,81,2,10188,1.6094379124341003,morning,6-9,baseline,early-morning
S57343480,2019-06-13 13:22:06,United States,US,New Jersey,US-NJ,Morris,US-NJ-027,,29.0,,,US-NJ-East Hanover-120 Eagle Rock Ave - 40.8326x-74.3348,L5742403,P,2019-06-12,11:23:00,obs887275,S57343480,Stationary,P21,EBIRD,65,,,1,True,,,435784.68062323204,548643.700723095,40.832640999999796,-74.33484,9.105,18.036944444444398,5.96194444444444,14.903055555555598,True,90,3,7411,4.174387269895637,morning,9-12,baseline,late-morning
S57818215,2019-06-30 15:44:57,United States,US,Minnesota,US-MN,Lake,US-MN-075,,12.0,,,"Gooseberry Falls State Park, Two Harbors US-MN (47.1389,-91.4706)",L9562291,P,2019-06-30,14:36:00,obs1148962,S57818215,Stationary,P21,EBIRD,5,,,1,True,,,-916784.221114705,1300398.58747799,47.138944,-91.470572,6.48833333333333,14.6363888888889,9.37333333333333,17.509166666666697,True,41,1,1135,1.6094379124341003,afternoon/evening,12-15,forest,mid-day
S57709761,2019-06-26 13:35:13,United States,US,North Carolina,US-NC,Durham,US-NC-063,,29.0,,,"Aman Ct, Durham US-NC (35.8873,-78.9278)",L8286580,P,2019-06-26,13:12:00,obs1000095,S57709761,Stationary,P21,EBIRD,22,,,1,True,,"Mostly sunny, 89 degrees, 3 mph winds",51699.527763012695,-12352.3934538378,35.8872979999997,-78.927759,7.401944444444441,16.821666666666697,7.183888888888889,16.5994444444444,True,21,2,11858,3.091042453358316,afternoon/evening,12-15,developed,mid-day
S57240836,2019-06-09 20:05:11,United States,US,Washington,US-WA,Spokane,US-WA-063,,10.0,,,Newman Lake,L278967,H,2019-06-09,15:48:00,obs1131110,S57240836,Stationary,P21,EBIRD,17,,,1,True,,Very brief trip for bobolinks,-2780178.28651054,1885456.67356327,47.77626970000001,-117.09511869999999,4.955,13.0347222222222,10.9605555555556,19.056388888888897,True,11,3,653,2.833213344056216,afternoon/evening,15-18,water,early-evening
S57190484,2019-06-08 22:34:57,United States,US,District of Columbia,US-DC,District of Columbia,US-DC-001,,30.0,,,Kenilworth Park and Aquatic Gardens,L247770,H,2019-06-08,09:27:00,obs676032,S57190484,Traveling,P22,EBIRD,22,0.95,,1,True,,Quick look around Kenilworth park. Grosbeaks on football upright.,221590.912283975,326387.286352965,38.9133201179747,-76.94434644608609,11.0761111111111,20.253333333333302,3.74388888888889,12.933333333333302,True,23,1,9240,3.091042453358316,morning,9-12,developed,late-morning
S57124882,2019-06-05 22:01:39,United States,US,Utah,US-UT,Washington,US-UT-053,US-UT_3400,16.0,,,Zion NP -- Pine Creek,L6965794,P,2019-06-05,19:01:00,obs110959,S57124882,Traveling,P22,EBIRD,59,2.8739999999999997,,1,True,,,-2903386.33727657,665194.29658292,37.21542699999971,-112.935728,1.79777777777778,11.178611111111099,12.8177777777778,22.2122222222222,True,52,1,10670,4.07753744390572,afternoon/evening,18-21,baseline,late-evening
S57295546,2019-06-11 16:22:13,United States,US,Kentucky,US-KY,Christian,US-KY-047,,24.0,,,Roadside pond,L4616399,P,2019-06-11,15:01:00,obs516861,S57295546,Traveling,P22,EBIRD,20,1.335,,1,True,,,-710249.118171085,107833.001755284,36.69622079999971,-87.45655490000001,5.12583333333333,14.4927777777778,9.50638888888889,18.8819444444444,True,82,2,11166,2.995732273553991,afternoon/evening,15-18,baseline,early-evening
G4266474,2020-03-06 10:13:43,United States,US,Maryland,US-MD,Howard,US-MD-027,,29.0,,,Pointer's Run Yard,L5189767,P,2019-06-09,09:30:00,"obs412347,obs414998","S57222090,S57222091",Stationary,P21,EBIRD,8,,,2,True,G4266474,,223591.276654947,357653.762586046,39.1943875639499,-76.9112025986223,11.0472222222222,20.1844444444444,3.8133333333333304,12.961666666666698,True,22,1,8907,2.0794415416798357,morning,9-12,developed,late-morning
S57806693,2019-06-30 08:55:55,United States,US,Maryland,US-MD,Montgomery,US-MD-031,,29.0,,,C&O Canal--Violette's Lock,L192824,H,2019-06-29,06:37:00,obs36330,S57806693,Traveling,P22,EBIRD,130,0.161,,1,True,,,187801.75986283898,342566.08314908197,39.0668027364514,-77.3295125988178,14.037777777777801,23.1605555555556,0.8469444444444441,9.96194444444444,True,41,1,9073,4.867534450455582,morning,6-9,forest,early-morning
S57516090,2019-08-13 19:43:43,United States,US,Wisconsin,US-WI,Burnett,US-WI-013,,12.0,,,Memory Lake Park,L2157461,H,2019-06-19,15:00:00,obs20747,S57516090,Stationary,P21,EBIRD,10,,,1,True,,,-1031035.09959696,1161865.67131469,45.77919959999989,-92.6869877999999,6.063055555555559,14.344166666666698,9.65833333333333,17.9419444444444,True,43,3,2183,2.302585092994046,afternoon/evening,15-18,forest,mid-day
S57676487,2019-06-25 09:33:11,United States,US,Texas,US-TX,Victoria,US-TX-469,,37.0,,,Invista Wetlands (CTC 026),L569908,H,2019-06-25,08:02:00,obs316904,S57676487,Stationary,P21,EBIRD,29,,,1,True,,,-1717737.38622301,-655575.625343702,28.664984999999398,-96.94524770000001,12.456944444444401,22.4952777777778,1.50944444444444,11.5452777777778,True,11,1,15534,3.367295829986474,morning,6-9,water,early-morning
S57157811,2019-06-08 17:25:16,United States,US,Virginia,US-VA,Fairfax,US-VA-059,,29.0,,,"ASNV BBS point LDR5 (38.9210,-77.3234) Little Difficult Run, Reston",L5947352,P,2019-06-07,06:57:00,obs7435,S57157811,Stationary,P21,EBIRD,5,,,1,True,,Squirrel 1,188712.678650269,326396.47180431604,38.9209758306957,-77.32338337417491,13.5925,22.7808333333333,1.21583333333333,10.417222222222199,True,21,1,9238,1.6094379124341003,morning,6-9,developed,early-morning
S57379532,2019-06-14 20:36:53,United States,US,Illinois,US-IL,Lake,US-IL-097,,22.0,,,"760 Bronson Ln, Highland Park US-IL (42.1665,-87.7750)",L8923215,P,2019-06-14,07:05:00,obs9159,S57379532,Stationary,P21,EBIRD,30,,,1,True,,,-684342.783979326,715444.8305774371,42.1664669999999,-87.774957,13.3925,22.1561111111111,1.8436111111111102,10.6147222222222,True,22,3,5909,3.4011973816621555,morning,6-9,developed,early-morning
S57297483,2019-10-21 19:06:00,United States,US,New York,US-NY,New York,US-NY-061,,30.0,,,Bryant Park,L683555,H,2019-06-07,13:15:00,obs267527,S57297483,Stationary,P21,EBIRD,10,,,1,True,,,465938.68048340396,541595.341780449,40.75367289999979,-73.9832322,7.16583333333333,16.1619444444444,7.83416666666667,16.844444444444402,True,24,3,7414,2.302585092994046,afternoon/evening,12-15,developed,mid-day
S57037730,2020-07-08 14:20:53,United States,US,Virginia,US-VA,Tazewell,US-VA-185,,28.0,,o37081A3NE,"Garden Mountain, NE pt 15",L9400506,P,2019-06-03,08:43:00,obs312088,S57037730,Stationary,P21,EBIRD_ATL_VA,6,,,1,True,,,-158298.32329375,125729.547674932,37.1190449999997,-81.2813665,11.961944444444402,21.3813888888889,2.6138888888888903,12.0486111111111,True,41,3,10921,1.791759469228055,morning,6-9,forest,early-morning
S57755027,2019-06-28 10:03:43,United States,US,Washington,US-WA,Grays Harbor,US-WA-027,,,,,John's River Wildlife Area,L8480518,P,2019-06-26,13:30:00,obs1232469,S57755027,Traveling,P22,EBIRD,60,2.414,,1,True,,"Nice day, clear.",-3299371.62173223,2022938.59163678,46.900015399999894,-123.9928872,7.745555555555559,15.8880555555556,8.11888888888889,16.2547222222222,True,95,2,1151,4.0943445622221,afternoon/evening,12-15,baseline,mid-day
